S28869300001|11/04/2015|3735|C B Liquor|1202 A AVE EAST|OSKALOOSA|52577|"1202 A AVE EAST
OSKALOOSA 52577
(41.296286, -92.631487)"|10|Buchanan|||65|Jim Beam Brands|237|Knob Creek w/ Crystal Decanter|3|1750|$35.55|$53.34|1|$53.34|1.75|0.46
S29249700269|11/21/2015|2619|Hy-Vee Wine and Spirits / WDM|1725  74TH ST|WEST DES MOINES|50266|"1725 74TH ST
WEST DES MOINES 50266
(41.598514, -93.808855)"|77|Polk|1081200|CREAM LIQUEURS|305|MHW Ltd|258|"Rumchata ""GoChatas"""|1|6000|$99.00|$148.50|2|$297.00|12.00|3.17
S28865900001|11/11/2015|2566|Hy-Vee Food Store / Knoxville|813 N LINCOLN STE 1|KNOXVILLE|50138|"813 N LINCOLN STE 1
KNOXVILLE 50138
(41.325428, -93.109494)"|63|Marion|1701100|DECANTERS & SPECIALTY PACKAGES|962|Duggan's Distillers Products Corp|238|Forbidden Secret Coffee Pack|6|1500|$11.62|$17.43|6|$104.58|9.00|2.38
S29197400002|11/21/2015|3514|Karen's Spirits and Wine|328  2ND AVE S|FORT DODGE|50501|"328 2ND AVE S
FORT DODGE 50501
(42.502231, -94.193195)"|94|Webster|||255|Wilson Daniels Ltd.|297|Templeton Rye w/Flask|6|750|$18.09|$27.14|6|$162.84|4.50|1.19
S29196100002|11/24/2015|2582|Hy-Vee #2 Food Store / Mason City|551 S ILLINOIS AVE|MASON CITY|50401|"551 S ILLINOIS AVE
MASON CITY 50401
(43.14623, -93.17114)"|17|Cerro Gordo|||255|Wilson Daniels Ltd.|297|Templeton Rye w/Flask|6|750|$18.09|$27.14|60|$1628.40|45.00|11.89
S29195500002|11/21/2015|2518|Hy-Vee Wine and Spirits / Red Oak|1607 NORTH BROADWAY|RED OAK|51566|"1607 NORTH BROADWAY
RED OAK 51566
(41.019275, -95.232783)"|69|Montgomery|||255|Wilson Daniels Ltd.|297|Templeton Rye w/Flask|6|750|$18.09|$27.14|12|$325.68|9.00|2.38
S29050400001|11/18/2015|3650|Spirits, Stogies and Stuff|118 South Main St.|HOLSTEIN|51025|"118 South Main St.
HOLSTEIN 51025
(42.490073, -95.544793)"|47|Ida|||130|Disaronno International LLC|249|Disaronno Amaretto Cavalli Mignon 3-50ml Pack|20|150|$6.40|$9.60|8|$76.80|1.20|0.32
S28866800001|11/09/2015|2643|Hy-Vee Wine and Spirits / Waterloo|2126 KIMBALL AVE|WATERLOO|50701|"2126 KIMBALL AVE
WATERLOO 50701
"|07|Black Hawk|1701100|DECANTERS & SPECIALTY PACKAGES|962|Duggan's Distillers Products Corp|238|Forbidden Secret Coffee Pack|6|1500|$11.62|$17.43|6|$104.58|9.00|2.38
S29197200002|11/21/2015|2665|Hy-Vee / Waukee|1005 E HICKMAN RD|WAUKEE|50263|"1005 E HICKMAN RD
WAUKEE 50263
(41.614909, -93.842181)"|25|Dallas|||255|Wilson Daniels Ltd.|297|Templeton Rye w/Flask|6|750|$18.09|$27.14|12|$325.68|9.00|2.38
S29199100001|11/21/2015|2509|Hy-Vee / Drugtown #1 / Cedar Rapids|1520 6TH ST SW|CEDAR RAPIDS|52404|"1520 6TH ST SW
CEDAR RAPIDS 52404
(41.96233, -91.677063)"|57|Linn|||255|Wilson Daniels Ltd.|297|Templeton Rye w/Flask|6|750|$18.09|$27.14|6|$162.84|4.50|1.19
S29142300101|11/18/2015|2637|Hy-Vee #5 / Davenport|2351 W LOCUST|DAVENPORT|52804|"2351 W LOCUST
DAVENPORT 52804
(41.538207, -90.611972)"|82|Scott|1701100|DECANTERS & SPECIALTY PACKAGES|962|Duggan's Distillers Products Corp|238|Forbidden Secret Coffee Pack|6|1500|$11.62|$17.43|6|$104.58|9.00|2.38
S29197700002|11/21/2015|3621|Jensen Liquors, Ltd.|615  2ND AVE|SHELDON|51201|"615 2ND AVE
SHELDON 51201
(43.18463, -95.854736)"|71|O'Brien|||255|Wilson Daniels Ltd.|297|Templeton Rye w/Flask|6|750|$18.09|$27.14|6|$162.84|4.50|1.19
S29195600002|11/23/2015|2536|HY-VEE / PLEASANT HILL|4815 MAPLE DRIVE|PLEASANT HILL|50317|"4815 MAPLE DRIVE
PLEASANT HILL 50317
"|77|Polk|||255|Wilson Daniels Ltd.|297|Templeton Rye w/Flask|6|750|$18.09|$27.14|6|$162.84|4.50|1.19
S28869700001|11/10/2015|4234|Fareway Stores #788 / Spencer|104 E EIGHTH ST|SPENCER|51301|"104 E EIGHTH ST
SPENCER 51301
(43.145797, -95.143388)"|21|Clay|||65|Jim Beam Brands|237|Knob Creek w/ Crystal Decanter|3|1750|$35.55|$53.34|2|$106.68|3.50|0.92
S29197000002|11/20/2015|2650|Hy-Vee Wine and Spirits / Harlan|1808 23RD ST|HARLAN|51537|"1808 23RD ST
HARLAN 51537
(41.650657, -95.339881)"|83|Shelby|||255|Wilson Daniels Ltd.|297|Templeton Rye w/Flask|6|750|$18.09|$27.14|6|$162.84|4.50|1.19
S29049700001|11/17/2015|2641|Hy-Vee Drugstore / Council Bluffs|757 W BROADWAY|COUNCIL BLUFFS|51501|"757 W BROADWAY
COUNCIL BLUFFS 51501
(41.261673, -95.855054)"|78|Pottawattamie|||130|Disaronno International LLC|249|Disaronno Amaretto Cavalli Mignon 3-50ml Pack|20|150|$6.40|$9.60|20|$192.00|3.00|0.79
S28868100001|11/09/2015|2555|Hy-Vee Food Store / Keokuk|3111 MAIN|KEOKUK|52632|"3111 MAIN
KEOKUK 52632
(40.414975, -91.403338)"|56|Lee|||65|Jim Beam Brands|237|Knob Creek w/ Crystal Decanter|3|1750|$35.55|$53.34|3|$160.02|5.25|1.39
S10699400047|02/20/2013|4794|Smokin' Joe's #17 Tobacco and Liquor|110 S ROOSEVELT HWY 61|BURLINGTON|52601|"110 S ROOSEVELT HWY 61
BURLINGTON 52601
(40.809556, -91.141395)"|29|Des Moines|1082900|MISC. IMPORTED CORDIALS & LIQUEURS|305|MHW Ltd|64000|Absente|12|750|$21.67|$32.50|4|$130.00|3.00|0.79
S23647700049|01/26/2015|4742|No Frills Supermarkets #786 / Counci|1817, W BROADWAY|COUNCIL BLUFFS|51501|"1817, W BROADWAY
COUNCIL BLUFFS 51501
(41.261863, -95.870993)"|78|Pottawattamie|1062200|PUERTO RICO & VIRGIN ISLANDS RUM|35|Bacardi U.S.A., Inc.|43128|Bacardi Superior Rum|6|1750|$15.00|$22.50|12|$270.00|21.00|5.55
S08792800017|11/06/2012|2459|Reinhart Foods|200 STATE PO BOX 98|GUTHRIE CENTER|50115|"200 STATE PO BOX 98
GUTHRIE CENTER 50115
"|39|Guthrie|1062300|FLAVORED RUM|65|Jim Beam Brands|44499|Cruzan Mango Rum|12|750|$6.82|$10.24|3|$30.72|2.25|0.59
S04854100048|04/03/2012|2487|Anamosa Family Foods|402 EAST MAIN|ANAMOSA|52205|"402 EAST MAIN
ANAMOSA 52205
(42.108289, -91.281881)"|53|Jones|1081300|PEPPERMINT SCHNAPPS|434|Luxco-St Louis|80578|Arrow Peppermint Schnapps|6|1750|$7.04|$10.56|3|$31.68|5.25|1.39
S13206600042|07/08/2013|3908|County Market #214 / Fort Madison|11802 AVENUE H|FORT MADISON|52627|"11802 AVENUE H
FORT MADISON 52627
"|56|Lee|1031200|VODKA FLAVORED|380|Phillips Beverage Company|41694|Uv Blue (raspberry) Vodka|12|1000|$7.50|$11.25|12|$135.00|12.00|3.17
S29065400007|11/16/2015|2555|Hy-Vee Food Store / Keokuk|3111 MAIN|KEOKUK|52632|"3111 MAIN
KEOKUK 52632
(40.414975, -91.403338)"|56|Lee|1031080|VODKA 80 PROOF|260|Diageo Americas|37996|Smirnoff Vodka 80 Prf|12|750|$8.25|$12.38|12|$148.56|9.00|2.38
S08900500035|11/13/2012|4509|A J'S LIQUOR II|2515 CHAMBERLAIN|AMES|50010|"2515 CHAMBERLAIN
AMES 50010
(42.02146, -93.650965)"|85|Story|1081900|MISC. AMERICAN CORDIALS & LIQUEURS|322|Prestige Wine and Spirits Group|75210|Kinky Liqueur|6|750|$10.00|$15.00|12|$180.00|9.00|2.38
S12302500025|05/21/2013|3929|Liquor And Tobacco Outlet|515 1/2 BROADWAY ST|WATERLOO|50703|"515 1/2 BROADWAY ST
WATERLOO 50703
(42.510417, -92.345102)"|07|Black Hawk|1022100|TEQUILA|410|The Patron Spirits Company|88290|Patron Silver Tequila|12|200|$8.50|$12.75|4|$51.00|0.80|0.21
S17627300143|02/26/2014|2614|Hy-Vee #3 Food and Drugstore|1823 E KIMBERLY RD|DAVENPORT|52807|"1823 E KIMBERLY RD
DAVENPORT 52807
(41.556781, -90.548919)"|82|Scott|1012300|IRISH WHISKIES|395|Proximo|15776|Bushmills Irish Whiskey|12|750|$13.00|$19.50|4|$78.00|3.00|0.79
S15983300014|11/26/2013|2551|Hy-Vee Food Store / Chariton|2001 WEST COURT|CHARITON|50049|"2001 WEST COURT
CHARITON 50049
"|59|Lucas|1081600|WHISKEY LIQUEUR|284|Charles Jacquin/Independent Spirits|77472|Sweet Revenge|6|750|$10.98|$16.47|6|$98.82|4.50|1.19
S06855800032|07/31/2012|2522|Hy-Vee Wine and Spirits / Spirit Lak|HWY 9 & 71|SPIRIT LAKE|51360|"HWY 9 &amp; 71
SPIRIT LAKE 51360
"|30|Dickinson|1062200|PUERTO RICO & VIRGIN ISLANDS RUM|35|Bacardi U.S.A., Inc.|43125|Bacardi Superior Rum Pet|12|750|$7.53|$11.30|12|$135.60|9.00|2.38
S26107400154|06/09/2015|2666|Hy-Vee #2 / Ankeny|2510 SW STATE ST|ANKENY|50023|"2510 SW STATE ST
ANKENY 50023
(41.704185, -93.621597)"|77|Polk|1081900|MISC. AMERICAN CORDIALS & LIQUEURS|259|Heaven Hill Brands|76478|Pama Pomegranate Liqueur|6|750|$8.83|$13.75|2|$27.50|1.50|0.40
S18283700037|04/07/2014|2603|Hy-Vee Wine and Spirits / Bettendorf|2890 DEVILS GLEN ROAD|BETTENDORF|52722|"2890 DEVILS GLEN ROAD
BETTENDORF 52722
(41.552406, -90.483701)"|82|Scott|1041100|AMERICAN DRY GINS|260|Diageo Americas|30318|Gordon's Gin London Dry - Pet|6|1750|$11.00|$16.49|6|$98.94|10.50|2.77
S08372100023|10/16/2012|3816|Swils|200 E OAK ST|RED OAK|51566|"200 E OAK ST
RED OAK 51566
(41.016691, -95.230032)"|69|Montgomery|1031200|VODKA FLAVORED|380|Phillips Beverage Company|41693|Uv Blue (raspberry) Vodka|12|750|$6.25|$9.49|12|$113.88|9.00|2.38
S11716100038|04/17/2013|3990|Cork and Bottle / Oskaloosa|309 A AVE WEST|OSKALOOSA|52577|"309 A AVE WEST
OSKALOOSA 52577
(41.296228, -92.648153)"|62|Mahaska|1012100|CANADIAN WHISKIES|971|Hood River Distillers, Inc.|14192|Pendleton Canadian Whisky|12|750|$12.10|$18.65|2|$37.30|1.50|0.40
S12585300015|06/04/2013|3390|Okoboji Avenue Liquor|1610 OKOBOJI AVENUE|MILFORD|51351|"1610 OKOBOJI AVENUE
MILFORD 51351
(43.331525, -95.149955)"|30|Dickinson|1042100|IMPORTED DRY GINS|260|Diageo Americas|28867|Tanqueray Gin|12|1000|$14.99|$22.48|36|$809.28|36.00|9.51
S05702000043|05/24/2012|3912|Smokin' Joe's #14 Tobacco and Liquor|225 EDGEWOOD RD|CEDAR RAPIDS|52405|"225 EDGEWOOD RD
CEDAR RAPIDS 52405
(41.973418, -91.715955)"|57|Linn|1012100|CANADIAN WHISKIES|260|Diageo Americas|11296|Crown Royal|12|750|$14.50|$21.74|1|$21.74|0.75|0.20
S05590100008|05/17/2012|3540|Super Target T-0533 / Davenport|5225 ELMORE AVE|DAVENPORT|52807|"5225 ELMORE AVE
DAVENPORT 52807
(41.573626, -90.528589)"|82|Scott|1042100|IMPORTED DRY GINS|260|Diageo Americas|28866|Tanqueray Gin|12|750|$12.00|$17.99|12|$215.88|9.00|2.38
S27992700007|09/21/2015|4898|Burlington Shell|130, S ROOSEVELT AVE|BURLINGTON|52601|"130, S ROOSEVELT AVE
BURLINGTON 52601
(40.807959, -91.141422)"|29|Des Moines|1031080|VODKA 80 PROOF|260|Diageo Americas|37993|Smirnoff Vodka 80 Prf|48|200|$2.75|$4.13|10|$41.30|2.00|0.53
S11403900036|04/02/2013|3858|Harolds Jack N Jill / Davenport|6723 NW BLVD UNIT 2|DAVENPORT|52806|"6723 NW BLVD UNIT 2
DAVENPORT 52806
"|82|Scott|1031200|VODKA FLAVORED|380|Phillips Beverage Company|40390|UV Candy Bar Mini|6|500|$29.30|$43.95|1|$43.95|0.50|0.13
S07422400037|10/12/2012|3819|Quillins Decorah|915 SHORT ST|DECORAH|52101|"915 SHORT ST
DECORAH 52101
(43.291013, -91.797893)"|96|Winneshiek|1701100|DECANTERS & SPECIALTY PACKAGES|370|Pernod Ricard USA/Austin Nichols|74476|Hiram Walker Pumpkin Spice|12|750|$4.00|$5.99|12|$71.88|9.00|2.38
S08426400013|10/18/2012|4344|Spirits / Grimes|109 EAST 1ST ST STE B|GRIMES|50111|"109 EAST 1ST ST STE B
GRIMES 50111
(41.6884, -93.793812)"|77|Polk|1011100|BLENDED WHISKIES|434|Luxco-St Louis|23278|Calvert Extra Bl Whiskey|6|1750|$11.02|$16.53|1|$16.53|1.75|0.46
S19526900004|06/12/2014|4819|Super Stop 2 / Altoona|2635 ADVENTURELAND DR|ALTOONA|50009|"2635 ADVENTURELAND DR
ALTOONA 50009
(41.65854, -93.494642)"|77|Polk|1031080|VODKA 80 PROOF|55|Sazerac North America|35318|Barton Vodka|6|1750|$6.92|$10.38|6|$62.28|10.50|2.77
S19153100167|05/23/2014|2515|Hy-Vee Food Store #1 / Mason City|2400 4TH ST SW|MASON CITY|50401|"2400 4TH ST SW
MASON CITY 50401
(43.148446, -93.236556)"|17|Cerro Gordo|1012210|SINGLE MALT SCOTCH|370|Pernod Ricard USA/Austin Nichols|5036|Glenlivet 12 Yr Malt Scotch|12|750|$22.07|$33.11|2|$66.22|1.50|0.40
S16168900009|12/09/2013|4110|Brothers Market, Inc.|706 HIGHWAY 57|PARKERSBURG|50665|"706 HIGHWAY 57
PARKERSBURG 50665
(42.570361, -92.785817)"|12|Butler|1062310|SPICED RUM|260|Diageo Americas|43338|Captain Morgan Spiced Rum|6|1750|$17.75|$26.62|6|$159.72|10.50|2.77
S06459500039|07/09/2012|4105|Fareway Stores #426 / Nevada|1505 SOUTH B AVE|NEVADA|50201|"1505 SOUTH B AVE
NEVADA 50201
(42.009797, -93.439899)"|85|Story|1041100|AMERICAN DRY GINS|434|Luxco-St Louis|31658|Paramount Gin|6|1750|$7.10|$10.65|2|$21.30|3.50|0.92
S18205200042|04/02/2014|4167|Iowa Street Market, Inc.|1256 IOWA ST|DUBUQUE|52001|"1256 IOWA ST
DUBUQUE 52001
(42.504958, -90.668138)"|31|Dubuque|1011100|BLENDED WHISKIES|65|Jim Beam Brands|24456|Kessler Blend Whiskey|12|750|$5.51|$8.26|12|$99.12|9.00|2.38
S21679800033|10/08/2014|2642|Hy-Vee Wine and Spirits / Pella|512 E OSKALOOSA|PELLA|50219|"512 E OSKALOOSA
PELLA 50219
(41.397023, -92.899722)"|63|Marion|1012100|CANADIAN WHISKIES|85|Brown-Forman Corporation|12476|Canadian Mist Whiskey Pet|12|750|$5.44|$8.16|12|$97.92|9.00|2.38
S29131400002|11/17/2015|4426|LIQUOR AND GROCERY DEPOT|114 CENTRAL ST N Suite 1|MARSHALLTOWN|50158|"114 CENTRAL ST N Suite 1
MARSHALLTOWN 50158
"|64|Marshall|1011100|BLENDED WHISKIES|297|Laird And Company|23626|Five Star Pet|12|750|$3.46|$5.19|12|$62.28|9.00|2.38
S11568600008|04/10/2013|3536|Geno's Liquor|111 S COMMERCIAL AVE|EAGLE GROVE|50533|"111 S COMMERCIAL AVE
EAGLE GROVE 50533
(42.663965, -93.904497)"|99|Wright|1062310|SPICED RUM|260|Diageo Americas|43337|Captain Morgan Spiced Rum|12|1000|$11.30|$16.94|3|$50.82|3.00|0.79
S22994400050|12/17/2014|4167|Iowa Street Market, Inc.|1256 IOWA ST|DUBUQUE|52001|"1256 IOWA ST
DUBUQUE 52001
(42.504958, -90.668138)"|31|Dubuque|1012100|CANADIAN WHISKIES|115|Constellation Wine Company, Inc.|11777|Black Velvet|12|1000|$6.63|$9.95|48|$477.60|48.00|12.68
S07934900009|09/25/2012|3774|Eagle Country Market / Dubuque|1800 ELM ST|DUBUQUE|52001|"1800 ELM ST
DUBUQUE 52001
(42.511105, -90.665763)"|31|Dubuque|1062310|SPICED RUM|260|Diageo Americas|43336|Captain Morgan Original Spiced|12|750|$8.50|$12.74|12|$152.88|9.00|2.38
S25525700025|05/07/2015|4958|Five Corners Liquor & Wine|809 E 18TH ST|CEDAR FALLS|50613|"809 E 18TH ST
CEDAR FALLS 50613
(42.5214, -92.436845)"|07|Black Hawk|1081600|WHISKEY LIQUEUR|259|Heaven Hill Brands|86796|Southern Host Whiskey Liqueur|12|750|$4.87|$7.56|3|$22.68|2.25|0.59
S24499300036|03/12/2015|4847|Slagle Foods LeClaire|1301 EAGLE RIDGE RD|LECLAIRE|52753|"1301 EAGLE RIDGE RD
LECLAIRE 52753
(41.587349, -90.359813)"|82|Scott|1011200|STRAIGHT BOURBON WHISKIES|65|Jim Beam Brands|19061|Jim Beam Mini|12|500|$6.83|$10.25|1|$10.25|0.50|0.13
S23530700064|01/15/2015|4969|Lake Liquors Wine and Spirits|910 N 8TH ST W|CLEAR LAKE|50428|"910 N 8TH ST W
CLEAR LAKE 50428
(43.142775, -93.396651)"|17|Cerro Gordo|1012210|SINGLE MALT SCOTCH|305|MHW Ltd|5486|Macallan 12 Yr Single Malt Scotch|12|750|$30.07|$45.11|3|$135.33|2.25|0.59
S04414100075|03/06/2012|2532|Hy-Vee Food Store #2 / Des Moines|2540 E EUCLID|DES MOINES|50317|"2540 E EUCLID
DES MOINES 50317
(41.627842, -93.568427)"|77|Polk|1082900|MISC. IMPORTED CORDIALS & LIQUEURS|192|Sidney Frank Importing Co.|65256|Jagermeister Liqueur|12|750|$11.58|$17.37|12|$208.44|9.00|2.38
S20967300001|09/02/2014|4576|THE BOONEDOCKS|228 N HWY 71|ARNOLDS PARK|51331|"228 N HWY 71
ARNOLDS PARK 51331
(43.370811, -95.126015)"|30|Dickinson|1011200|STRAIGHT BOURBON WHISKIES|65|Jim Beam Brands|19066|Jim Beam|12|750|$9.70|$14.95|12|$179.40|9.00|2.38
S04958400027|04/10/2012|4488|Casey's General Store #2762 / Cedar|20 MILLER AVE SW|CEDAR RAPIDS|52404|"20 MILLER AVE SW
CEDAR RAPIDS 52404
(41.924505, -91.657358)"|57|Linn|1032200|IMPORTED VODKA - MISC|370|Pernod Ricard USA/Austin Nichols|34061|Absolut Ruby Red|12|750|$10.89|$16.33|4|$65.32|3.00|0.79
S20666600066|08/14/2014|2190|Central City Liquor, Inc.|1460 2ND AVE|DES MOINES|50314|"1460 2ND AVE
DES MOINES 50314
(41.60566, -93.619787)"|77|Polk|1011100|BLENDED WHISKIES|125|Cedar Ridge Vineyards,LLC|27464|Cedar Ridge Wheat Whiskey|6|750|$17.77|$26.66|1|$26.66|0.75|0.20
S04404400009|03/06/2012|3886|Wal-Mart 0646 / Anamosa|101  115 ST|ANAMOSA|52205|"101 115 ST
ANAMOSA 52205
(42.101677, -91.264965)"|53|Jones|1011200|STRAIGHT BOURBON WHISKIES|65|Jim Beam Brands|19068|Jim Beam|6|1750|$17.37|$26.55|6|$159.30|10.50|2.77
S27099100001|08/03/2015|5070|Jeff's Market / Wilton|101, E 4TH ST|WILTON|52778|"101, E 4TH ST
WILTON 52778
(41.58873, -91.016579)"|70|Muscatine|1081300|PEPPERMINT SCHNAPPS|434|Luxco-St Louis|80578|Arrow Peppermint Schnapps|6|1750|$7.05|$10.58|6|$63.48|10.50|2.77
S10436800050|02/05/2013|2962|Dahl's / Johnston|5440 NW 86TH ST|JOHNSTON|50131|"5440 NW 86TH ST
JOHNSTON 50131
(41.659093, -93.736517)"|77|Polk|1031080|VODKA 80 PROOF|205|E AND J GALLO WINERY|36969|New Amsterdam Vodka|12|750|$6.90|$10.35|3|$31.05|2.25|0.59
S24009000053|02/12/2015|4269|Tipton Family Foods|610 CEDAR ST|TIPTON|52772|"610 CEDAR ST
TIPTON 52772
(41.771753, -91.128389)"|16|Cedar|1012100|CANADIAN WHISKIES|65|Jim Beam Brands|10626|Canadian Club Whisky|12|750|$7.88|$11.82|5|$59.10|3.75|0.99
S09423900016|12/12/2012|4625|Kwik Shop #532 / Council Bluffs|1602 AVENUE G|COUNCIL BLUFFS|51501|"1602 AVENUE G
COUNCIL BLUFFS 51501
(41.267987, -95.867877)"|78|Pottawattamie|1032080|IMPORTED VODKA|370|Pernod Ricard USA/Austin Nichols|34001|Absolut Swedish Vodka 80 Prf Mini|10|600|$7.92|$11.88|1|$11.88|0.60|0.16
S11449100031|04/03/2013|3925|Johncy's Liquor Store Inc|585 HWY 965 S  STE E|NORTH LIBERTY|52317|"585 HWY 965 S STE E
NORTH LIBERTY 52317
(41.738152, -91.60761)"|48|Iowa|1031080|VODKA 80 PROOF|260|Diageo Americas|37997|Smirnoff Vodka 80 Prf|12|1000|$8.95|$13.43|12|$161.16|12.00|3.17
S22189000027|11/05/2014|3932|Main Street Spirits / Mapleton|311 MAIN ST|MAPLETON|51034|"311 MAIN ST
MAPLETON 51034
(42.165915, -95.79375)"|67|Monona|1011200|STRAIGHT BOURBON WHISKIES|434|Luxco-St Louis|18198|Ezra Brooks Ky Sour Mash Bourbon|6|1750|$14.34|$21.51|2|$43.02|3.50|0.92
S28774900013|11/02/2015|4689|Walgreens #11759 / Fort Madison|2639 AVENUE L|FORT MADISON|52627|"2639 AVENUE L
FORT MADISON 52627
(40.626968, -91.344306)"|56|Lee|1062310|SPICED RUM|240|WILLIAM GRANT AND SONS, INC.|45886|Sailor Jerry Spiced Navy Rum|12|750|$9.65|$14.48|12|$173.76|9.00|2.38
S11831600004|04/24/2013|4187|Jensen Liquor North|109  5TH ST|SIBLEY|51249|"109 5TH ST
SIBLEY 51249
(43.403935, -95.759951)"|72|Osceola|1071100|AMERICAN COCKTAILS|421|Sazerac Co., Inc.|59037|Desert Island Long Island Ice Tea Cocktail|12|1000|$3.85|$6.03|12|$72.36|12.00|3.17
S12668400023|06/10/2013|4276|Wj's Liquor|107 N MILL ST|LAKE MILLS|50450|"107 N MILL ST
LAKE MILLS 50450
(43.419668, -93.535032)"|95|Winnebago|1081900|MISC. AMERICAN CORDIALS & LIQUEURS|322|Prestige Wine and Spirits Group|75212|Kinky Blue Mini|6|500|$4.96|$7.44|1|$7.44|0.50|0.13
S08894500006|11/13/2012|4443|Palo Mini Mart|1204 1ST ST|PALO|52324|"1204 1ST ST
PALO 52324
(42.070316, -91.795808)"|57|Linn|1062310|SPICED RUM|260|Diageo Americas|43336|Captain Morgan Original Spiced|12|750|$8.50|$12.74|12|$152.88|9.00|2.38
S06021200082|06/12/2012|3390|Okoboji Avenue Liquor|1610 OKOBOJI AVENUE|MILFORD|51351|"1610 OKOBOJI AVENUE
MILFORD 51351
(43.331525, -95.149955)"|30|Dickinson|1011200|STRAIGHT BOURBON WHISKIES|55|Sazerac North America|21596|Ten High|12|750|$4.00|$5.99|12|$71.88|9.00|2.38
S22996900012|12/17/2014|2413|Beecher Beverage|1691 ASBURY ROAD|DUBUQUE|52001|"1691 ASBURY ROAD
DUBUQUE 52001
(42.500858, -90.696929)"|31|Dubuque|1012100|CANADIAN WHISKIES|260|Diageo Americas|11297|Crown Royal Canadian Whisky|12|1000|$18.50|$27.75|24|$666.00|24.00|6.34
S23424900021|01/12/2015|4659|Casey's General Store #2802 / Conrad|409 E CENTER|CONRAD|50621|"409 E CENTER
CONRAD 50621
"|38|Grundy|1031080|VODKA 80 PROOF|260|Diageo Americas|37991|Smirnoff Vodka 80 Prf Mini|12|500|$7.47|$11.21|1|$11.21|0.50|0.13
S15431000148|10/30/2013|3820|Charlie's Wine and Spirits,|507 W 19th St|SIOUX CITY|51103|"507 W 19th St
SIOUX CITY 51103
(42.510535, -96.420193)"|97|Woodbury|1012210|SINGLE MALT SCOTCH|305|MHW Ltd|5516|Macallan 18yr Single Malt Scotch|12|750|$99.95|$149.92|2|$299.84|1.50|0.40
S21795200005|10/15/2014|5045|Central Mart / Hamilton Blvd|800 HAMILTON BLVD|SIOUX CITY|51103|"800 HAMILTON BLVD
SIOUX CITY 51103
(42.504385, -96.417379)"|97|Woodbury|1011100|BLENDED WHISKIES|297|Laird And Company|23827|Five Star|12|1000|$4.40|$6.60|12|$79.20|12.00|3.17
S07441800045|08/30/2012|2529|Hy-Vee Drugstore #4 / Cedar Rapids|4825 JOHNSON AVE NW|CEDAR RAPIDS|52405|"4825 JOHNSON AVE NW
CEDAR RAPIDS 52405
(41.968342, -91.733373)"|57|Linn|1071100|AMERICAN COCKTAILS|55|Sazerac North America|57148|Chi-Chi's Margarita W/tequila|6|1750|$6.49|$9.74|12|$116.88|21.00|5.55
S03642100028|01/18/2012|3928|Smokin' Joe's #12 Tobacco and Liquor|465 HWY 965 UNIT G|NORTH LIBERTY|52317|"465 HWY 965 UNIT G
NORTH LIBERTY 52317
(41.739934, -91.607593)"|52|Johnson|1031080|VODKA 80 PROOF|55|Sazerac North America|37934|Skol Vodka|24|375|$1.74|$2.60|2|$5.20|0.75|0.20
S15364700018|10/28/2013|4121|Newport Bp / Wapello|13410 STATE HWY 78|WAPELLO|52653|"13410 STATE HWY 78
WAPELLO 52653
"|58|Louisa|1082900|MISC. IMPORTED CORDIALS & LIQUEURS|192|Sidney Frank Importing Co.|65253|Jagermeister Liqueur|48|200|$3.50|$5.26|3|$15.78|0.60|0.16
S09409900025|12/11/2012|4670|Guppy's On The Go / Tripoli|600, 7TH AVE SW|TRIPOLI|50676|"600, 7TH AVE SW
TRIPOLI 50676
(42.802375, -92.264289)"|09|Bremer|1062200|PUERTO RICO & VIRGIN ISLANDS RUM|35|Bacardi U.S.A., Inc.|43126|Bacardi Superior Rum|12|750|$7.53|$11.30|2|$22.60|1.50|0.40
S13570900020|07/25/2013|4819|Super Stop 2 / Altoona|2635 ADVENTURELAND DR|ALTOONA|50009|"2635 ADVENTURELAND DR
ALTOONA 50009
(41.65854, -93.494642)"|77|Polk|1062300|FLAVORED RUM|35|Bacardi U.S.A., Inc.|43051|Bacardi Dragon Berry|12|750|$7.33|$11.49|4|$45.96|3.00|0.79
S06441700180|07/06/2012|2544|Hy-Vee Food Store / Marshalltown|802 SOUTH CENTER|MARSHALLTOWN|50158|"802 SOUTH CENTER
MARSHALLTOWN 50158
(42.034788, -92.899809)"|64|Marshall|1031100|100 PROOF VODKA|434|Luxco-St Louis|36301|Hawkeye Vodka 80 Prf Mini|12|500|$3.73|$5.59|3|$16.77|1.50|0.40
S16937000033|01/21/2014|4277|Cork It!|769 PROSPECT ST SW|LE MARS|51031|"769 PROSPECT ST SW
LE MARS 51031
(42.776296, -96.178479)"|75|Plymouth|1022100|TEQUILA|330|Gemini Spirits|89496|Margaritaville Gold Tequila|12|750|$6.52|$10.28|2|$20.56|1.50|0.40
S05487200004|05/10/2012|3692|Wilkie Liquors|724  1ST ST E|MT VERNON|52314|"724 1ST ST E
MT VERNON 52314
(41.91776, -91.410151)"|57|Linn|1011300|TENNESSEE WHISKIES|85|Brown-Forman Corporation|26827|Jack Daniels Old #7 Black Lbl|12|1000|$16.92|$25.37|24|$608.88|24.00|6.34
